CpG,Beta,SE,P,StudyID
cg06399164,-0.047,0.01182,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01177709,-0.03,0.00715,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04686354,-0.08,0.01944,3.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06180099,-0.039,0.00969,6.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16969872,-0.052,0.00962,5.9e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08008352,-0.061,0.01503,5.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07251887,-0.067,0.01291,2.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18830993,-0.045,0.01047,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16215084,0.045,0.01015,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11902777,-0.037,0.00595,6.4e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07617246,0.05,0.01047,2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22626169,-0.057,0.01385,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08408668,-0.058,0.01466,7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19719475,-0.05,0.01116,8.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16024530,-0.061,0.01505,5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25006077,-0.047,0.01178,7.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22953759,-0.036,0.00807,7.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16263152,-0.039,0.00921,1.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03992323,-0.038,0.0091,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15920975,-0.037,0.00771,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20732076,-0.042,0.0092,4.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13541527,-0.032,0.00613,1.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27637521,-0.031,0.00677,4.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11289100,0.059,0.01327,9.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02010481,-0.037,0.00888,3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26485825,0.073,0.01519,1.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11554391,-0.05,0.0082,1.3e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01023672,-0.062,0.01139,6.4e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19168338,-0.039,0.00947,3.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25885803,-0.047,0.01193,7.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03747456,-0.052,0.01257,3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23379806,-0.059,0.01313,6.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13854219,-0.052,0.01007,2.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22540135,-0.038,0.0082,4.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13300301,-0.066,0.01416,3.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23186333,-0.032,0.00675,2.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07375836,-0.043,0.01005,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15033269,-0.072,0.01407,3.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27375135,0.053,0.01216,1.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06635351,-0.047,0.011,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16594502,-0.058,0.01084,7.8e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24305156,-0.083,0.01536,5.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12307314,-0.054,0.01234,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12212103,-0.069,0.01763,9.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06484274,-0.036,0.00865,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13038618,-0.064,0.01245,3.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25932290,-0.063,0.01537,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26844633,-0.036,0.00796,6.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26063719,-0.04,0.00842,2.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14057303,0.078,0.01854,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07851290,-0.054,0.01318,4.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20969424,-0.05,0.01065,3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16450677,-0.022,0.00552,7.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04324917,0.07,0.01332,1.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07030287,-0.082,0.02021,5.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24721964,-0.044,0.01046,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10933959,-0.05,0.01204,3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22515589,0.049,0.0121,4.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08595501,-0.033,0.00784,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07195224,-0.041,0.00832,1.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06826457,-0.033,0.00825,6.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20811755,-0.038,0.00897,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03920999,-0.065,0.01595,4.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18397975,-0.047,0.01173,6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17386185,-0.046,0.01001,4.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15228441,-0.041,0.00988,4.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16928487,-0.076,0.01705,8.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19673155,-0.042,0.01069,7.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14523734,0.071,0.01782,7.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02380585,-0.063,0.01173,8.3e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04940329,-0.064,0.01459,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01827633,-0.06,0.01324,6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12795893,-0.056,0.01242,5.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12799029,-0.05,0.01121,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14827807,-0.082,0.02045,5.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05162166,-0.073,0.01691,1.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20674424,-0.043,0.00928,4.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22381196,-0.078,0.01498,1.7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08493063,-0.065,0.01608,5.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27298007,-0.043,0.01058,5.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11389756,-0.046,0.01122,4.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07180646,-0.032,0.00816,9.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12024104,-0.071,0.01666,2.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12157761,-0.061,0.01388,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25324164,-0.033,0.00805,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24941342,-0.064,0.01363,2.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21307484,-0.049,0.01185,3.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13469851,-0.049,0.01099,6.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03388409,-0.061,0.01234,8.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16563370,-0.093,0.01818,3.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08546016,-0.036,0.00825,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24898863,-0.071,0.01429,7.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02979487,-0.05,0.0122,4.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16522412,0.049,0.01109,8.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06142740,-0.044,0.0097,5.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07241925,-0.08,0.01898,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01856529,-0.058,0.01245,3.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00007076,-0.051,0.01037,9.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24399529,0.035,0.00825,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27263049,-0.038,0.00826,4.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21492378,-0.057,0.01222,3.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13178361,-0.065,0.01467,9.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16129800,-0.078,0.01786,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00702872,0.08,0.01459,3.6e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04094791,0.023,0.00483,2.8e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23671196,-0.064,0.01459,1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26729380,-0.026,0.00611,1.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16131053,-0.062,0.01363,4.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19713429,-0.034,0.00802,2.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20124610,-0.057,0.01328,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04490037,0.05,0.01045,1.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09378756,-0.064,0.0139,4.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01771416,-0.068,0.01067,1.9e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09577455,-0.052,0.01232,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13237068,-0.045,0.01124,6.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10533990,-0.1,0.01773,1.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00259097,0.054,0.01218,9.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27260684,-0.07,0.01542,5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01201215,-0.065,0.01277,3.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13999433,-0.046,0.01162,7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08670658,-0.082,0.01813,5.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03140521,-0.041,0.00973,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25607249,-0.041,0.00769,8.2e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23745290,-0.049,0.00964,4.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05881762,-0.027,0.007,9.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15022400,-0.041,0.00848,1.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17827670,-0.04,0.00857,3.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg22041033,-0.04,0.00979,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02896872,0.058,0.01294,8.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24804768,-0.06,0.01472,5.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00566320,-0.071,0.0168,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26023748,-0.055,0.01201,4.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23035449,-0.1,0.01938,1.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16242615,-0.046,0.01072,2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01234420,-0.054,0.01154,2.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10750182,-0.071,0.01535,4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07546654,-0.055,0.01067,3.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02583484,-0.061,0.00943,1.2e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01513913,-0.052,0.0104,7.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24496021,-0.056,0.011,4.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24475517,-0.064,0.01269,4.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03025135,-0.038,0.00959,8.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14647287,-0.097,0.01883,2.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10958452,-0.045,0.00881,3.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06779113,-0.067,0.01618,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00719668,-0.046,0.01082,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12055515,-0.049,0.01125,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17666418,-0.034,0.00795,2.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11331344,-0.046,0.01109,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21326139,-0.07,0.01531,5.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08913523,-0.059,0.00925,1.5e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25691553,-0.038,0.00799,1.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16254756,-0.079,0.01624,1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04520704,0.049,0.01202,4.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24760467,-0.068,0.01354,4.3e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23414595,-0.081,0.01954,3.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05057534,-0.057,0.01456,8.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25648203,-0.052,0.00875,3.6e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01127300,-0.052,0.0082,1.8e-10,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12433559,0.076,0.01813,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04956244,0.082,0.02015,4.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00992048,-0.11,0.0198,3.7e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15989436,-0.054,0.01078,6.9e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00238349,-0.06,0.01438,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06338710,-0.029,0.00588,8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02570354,-0.075,0.01374,4.5e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg18956562,0.041,0.00944,1.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03084350,0.072,0.01776,4.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09599062,-0.059,0.01146,3.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21341487,-0.086,0.01761,1.2e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26534677,-0.031,0.00774,4.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03169059,-0.079,0.01743,5.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11491537,0.019,0.00469,6.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02341503,-0.068,0.01592,2.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08683263,-0.049,0.0112,1.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10662179,-0.028,0.00724,8.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20438687,-0.055,0.01144,1.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10220544,-0.042,0.00997,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26615176,-0.041,0.0087,2.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08772028,-0.057,0.01065,8.1e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25684105,-0.039,0.00942,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04011474,-0.049,0.01137,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02021919,-0.047,0.0112,2.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00691729,-0.055,0.01164,2.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23258615,-0.062,0.01436,1.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02532700,-0.038,0.0065,7.5e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12745325,-0.062,0.01201,2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26828017,-0.047,0.01054,8.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12535090,0.066,0.01303,4.6e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg10016364,-0.027,0.00678,5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20295214,-0.049,0.01025,1.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20066188,-0.033,0.00684,1.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15044453,-0.05,0.01271,9.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05603985,-0.072,0.01096,4.4e-11,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg14290576,-0.06,0.01223,9.2e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg09935388,-0.048,0.00508,1.6e-21,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12741639,-0.035,0.00758,4.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg12707346,-0.054,0.01367,7.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13472610,-0.037,0.00931,7.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08850243,-0.049,0.01192,3.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05475440,-0.052,0.0125,2.8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02222791,-0.022,0.0053,4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07564563,-0.097,0.01876,2.4e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01180628,-0.065,0.0122,1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg07785552,-0.066,0.01443,4.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02862467,-0.081,0.01557,2.1e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06972908,-0.06,0.01292,3.4e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg15248035,-0.062,0.01343,3.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg03997502,0.049,0.0122,6.6e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25907743,-0.055,0.01141,1.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24690479,-0.048,0.01103,1.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08822075,-0.047,0.00628,1.3e-13,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00548098,-0.04,0.0103,9.1e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg24786875,-0.048,0.0114,2.5e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27485921,-0.096,0.01581,1.4e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg06242730,-0.07,0.01553,7.6e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg27407935,-0.039,0.00961,5.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02657160,-0.073,0.01339,4.6e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19641804,-0.068,0.01429,2.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20806175,-0.086,0.01559,3.1e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02351277,-0.047,0.00916,2.5e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg20661985,-0.064,0.01271,5.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05487507,-0.031,0.00736,2.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16611234,-0.039,0.0072,6.9e-08,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01243823,-0.033,0.00753,9.9e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05091997,-0.043,0.00903,1.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02481307,-0.074,0.0163,6.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg11918450,-0.048,0.0106,6.5e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg05331214,-0.045,0.00983,5.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg04424621,-0.056,0.0096,6.8e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19901005,0.074,0.01411,1.8e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg19459094,-0.039,0.00868,7.3e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg16832648,-0.054,0.01288,2.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13595556,-0.066,0.0159,3.3e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg01119452,-0.062,0.01333,3.1e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26730763,-0.032,0.00793,5.2e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg00009088,-0.044,0.01066,3.4e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26513689,-0.051,0.01032,6.7e-07,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg23047271,0.024,0.00594,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg13119578,-0.059,0.00964,1.2e-09,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg02543850,-0.055,0.0137,6.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg17781958,0.046,0.0112,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg25634666,-0.064,0.01634,8e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg21991396,-0.057,0.01329,1.9e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg26686150,-0.048,0.01042,4.7e-06,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
cg08035323,0.025,0.00612,4.7e-05,Robert-F-Hillary_Prevalent_COPD_(Self-report)_Basic_model
