CpG,Beta,SE,P,StudyID
cg17253810,-58,12,8e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17267720,-14,3.5,6.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17444015,47,12,6.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17875957,-46,11,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg17953633,-55,13,1.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19153883,-16,3.7,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19283806,-13,2.9,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19737787,25,5.4,3.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19811786,-16,3.6,1.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg19881557,20,3.9,1.5e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20810288,24,6.3,9.6e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg20916068,-16,3.9,7.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21036766,-19,3.7,3.7e-07,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21486834,27,6.3,1.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg21938532,19,4.8,7.4e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22183049,-24,6,7.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22633390,17,4.4,8.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg22980722,51,11,4.1e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23051859,-19,3.9,1.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23471393,15,3.3,8.9e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23506143,-15,3.5,3.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg23552977,-23,5.1,6.8e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24026230,-42,10,3.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg24168641,24,5.1,4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25105522,-10,2.1,1.2e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25364859,-23,5.8,6.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25623774,15,3.6,5.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg25793566,36,8.5,1.9e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26305504,-18,4.7,8.3e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26366304,31,7.8,6.2e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26547359,18,4.3,2.5e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26561082,21,4.5,3.6e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg26878209,17,4.1,6.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27367093,28,6.3,1.1e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg27510503,20,4.5,9.4e-06,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02571470,-20,5,9.8e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
cg02607779,18,4.5,6.7e-05,38184627_Anna-Ulrich_idiopathic_heritable_pulmonary_arterial_hypertension_discovery
